"DateTime","Players"
2012-08-01 01:00:00,10456
2012-08-02 01:00:00,NA
2012-08-03 01:00:00,NA
2012-08-04 01:00:00,NA
2012-08-05 01:00:00,NA
2012-08-06 01:00:00,NA
2012-08-07 01:00:00,NA
2012-08-08 01:00:00,NA
2012-08-09 01:00:00,NA
2012-08-10 01:00:00,NA
2012-08-11 01:00:00,NA
2012-08-12 01:00:00,NA
2012-08-13 01:00:00,NA
2012-08-14 01:00:00,NA
2012-08-15 01:00:00,NA
2012-08-16 01:00:00,NA
2012-08-17 01:00:00,NA
2012-08-18 01:00:00,NA
2012-08-19 01:00:00,NA
2012-08-20 01:00:00,NA
2012-08-21 01:00:00,NA
2012-08-22 01:00:00,NA
2012-08-23 01:00:00,10319
2012-08-24 01:00:00,10283
2012-08-25 01:00:00,10555
2012-08-26 01:00:00,10363
2012-08-27 01:00:00,8575
2012-08-28 01:00:00,8024
2012-08-29 01:00:00,7526
2012-08-30 01:00:00,7344
2012-08-31 01:00:00,8115
2012-09-01 01:00:00,8248
2012-09-02 01:00:00,8312
2012-09-03 01:00:00,8017
2012-09-04 01:00:00,6300
2012-09-05 01:00:00,5939
2012-09-06 01:00:00,5746
2012-09-07 01:00:00,3740
2012-09-08 01:00:00,3740
2012-09-09 01:00:00,5713
2012-09-10 01:00:00,5580
2012-09-11 01:00:00,5343
2012-09-12 01:00:00,5291
2012-09-13 01:00:00,5118
2012-09-14 01:00:00,6146
2012-09-15 01:00:00,6275
2012-09-16 01:00:00,6116
2012-09-17 01:00:00,4552
2012-09-18 01:00:00,4041
2012-09-19 01:00:00,3852
2012-09-20 01:00:00,3428
2012-09-21 01:00:00,4233
2012-09-22 01:00:00,4252
2012-09-23 01:00:00,4022
2012-09-24 01:00:00,3064
2012-09-25 01:00:00,3007
2012-09-26 01:00:00,2820
2012-09-27 01:00:00,2976
2012-09-28 01:00:00,3649
2012-09-29 01:00:00,3683
2012-09-30 01:00:00,3407
2012-10-01 01:00:00,3252
2012-10-02 01:00:00,2628
2012-10-03 01:00:00,2498
2012-10-04 01:00:00,2671
2012-10-05 01:00:00,3258
2012-10-06 01:00:00,3246
2012-10-07 01:00:00,3019
2012-10-08 01:00:00,2541
2012-10-09 01:00:00,2132
2012-10-10 01:00:00,2120
2012-10-11 01:00:00,2139
2012-10-12 01:00:00,2614
2012-10-13 01:00:00,2591
2012-10-14 01:00:00,2446
2012-10-15 01:00:00,1961
2012-10-16 01:00:00,1877
2012-10-17 01:00:00,1828
2012-10-18 01:00:00,1763
2012-10-19 01:00:00,1763
2012-10-20 01:00:00,2439
2012-10-21 01:00:00,2303
2012-10-22 01:00:00,1802
2012-10-23 01:00:00,1715
2012-10-24 01:00:00,1730
2012-10-25 01:00:00,1807
2012-10-26 01:00:00,2127
2012-10-27 01:00:00,2355
2012-10-28 01:00:00,2349
2012-10-29 00:00:00,1967
2012-10-30 00:00:00,1856
2012-10-31 00:00:00,1773
2012-11-01 00:00:00,4032
2012-11-02 00:00:00,2367
2012-11-03 00:00:00,2481
2012-11-04 00:00:00,2472
2012-11-05 00:00:00,1761
2012-11-06 00:00:00,1749
2012-11-07 00:00:00,1724
2012-11-08 00:00:00,2458
2012-11-09 00:00:00,3530
2012-11-10 00:00:00,4041
2012-11-11 00:00:00,4039
2012-11-12 00:00:00,3401
2012-11-13 00:00:00,2859
2012-11-14 00:00:00,2616
2012-11-15 00:00:00,2531
2012-11-16 00:00:00,3113
2012-11-17 00:00:00,3144
2012-11-18 00:00:00,3071
2012-11-19 00:00:00,2347
2012-11-20 00:00:00,2108
2012-11-21 00:00:00,2194
2012-11-22 00:00:00,2371
2012-11-23 00:00:00,2643
2012-11-24 00:00:00,2682
2012-11-25 00:00:00,2647
2012-11-26 00:00:00,1994
2012-11-27 00:00:00,1949
2012-11-28 00:00:00,1856
2012-11-29 00:00:00,1791
2012-11-30 00:00:00,2338
2012-12-01 00:00:00,5760
2012-12-02 00:00:00,2206
2012-12-03 00:00:00,1664
2012-12-04 00:00:00,1561
2012-12-05 00:00:00,1543
2012-12-06 00:00:00,1532
2012-12-07 00:00:00,2280
2012-12-08 00:00:00,2508
