"DateTime","Players"
2017-03-01 00:00:00,23813
2017-03-02 00:00:00,NA
2017-03-03 00:00:00,3
2017-03-04 00:00:00,1
2017-03-05 00:00:00,NA
2017-03-06 00:00:00,8
2017-03-07 00:00:00,6
2017-03-08 00:00:00,7
2017-03-09 00:00:00,7
2017-03-10 00:00:00,8
2017-03-11 00:00:00,4
2017-03-12 00:00:00,4
2017-03-13 00:00:00,10
2017-03-14 00:00:00,11
2017-03-15 00:00:00,8
2017-03-16 00:00:00,8
2017-03-17 00:00:00,23908
2017-03-18 00:00:00,16342
2017-03-19 00:00:00,23873
2017-03-20 00:00:00,18699
2017-03-21 00:00:00,14861
2017-03-22 00:00:00,10509
2017-03-23 00:00:00,12943
2017-03-24 00:00:00,12844
2017-03-25 00:00:00,15724
2017-03-26 00:00:00,14670
2017-03-27 01:00:00,10539
2017-03-28 01:00:00,8744
2017-03-29 01:00:00,7863
2017-03-30 01:00:00,7441
2017-03-31 01:00:00,7678
2017-04-01 01:00:00,10020
2017-04-02 01:00:00,9778
2017-04-03 01:00:00,6584
2017-04-04 01:00:00,6100
2017-04-05 01:00:00,5733
2017-04-06 01:00:00,5511
2017-04-07 01:00:00,5547
2017-04-08 01:00:00,7469
2017-04-09 01:00:00,7425
2017-04-10 01:00:00,5451
2017-04-11 01:00:00,4782
2017-04-12 01:00:00,4435
2017-04-13 01:00:00,4520
2017-04-14 01:00:00,5356
2017-04-15 01:00:00,5835
2017-04-16 01:00:00,5742
2017-04-17 01:00:00,5100
2017-04-18 01:00:00,4144
2017-04-19 01:00:00,3906
2017-04-20 01:00:00,3767
2017-04-21 01:00:00,4067
2017-04-22 01:00:00,5291
2017-04-23 01:00:00,5233
2017-04-24 01:00:00,3846
2017-04-25 01:00:00,3361
2017-04-26 01:00:00,3181
2017-04-27 01:00:00,4376
2017-04-28 01:00:00,7206
2017-04-29 01:00:00,8675
2017-04-30 01:00:00,9084
2017-05-01 01:00:00,8542
2017-05-02 01:00:00,7854
2017-05-03 01:00:00,8430
2017-05-04 01:00:00,8072
2017-05-05 01:00:00,7774
2017-05-06 01:00:00,8914
2017-05-07 01:00:00,8452
2017-05-08 01:00:00,6851
2017-05-09 01:00:00,6204
2017-05-10 01:00:00,5675
2017-05-11 01:00:00,5391
2017-05-12 01:00:00,5500
2017-05-13 01:00:00,6546
2017-05-14 01:00:00,6132
2017-05-15 01:00:00,4621
2017-05-16 01:00:00,4422
2017-05-17 01:00:00,4029
2017-05-18 01:00:00,3693
2017-05-19 01:00:00,3880
2017-05-20 01:00:00,4725
2017-05-21 01:00:00,4403
2017-05-22 01:00:00,3145
2017-05-23 01:00:00,2962
2017-05-24 01:00:00,2819
2017-05-25 01:00:00,3030
2017-05-26 01:00:00,2781
2017-05-27 01:00:00,3284
2017-05-28 01:00:00,3358
2017-05-29 01:00:00,2786
2017-05-30 01:00:00,2496
2017-05-31 01:00:00,2155
2017-06-01 01:00:00,2008
2017-06-02 01:00:00,2228
2017-06-03 01:00:00,2738
2017-06-04 01:00:00,2846
2017-06-05 01:00:00,2477
2017-06-06 01:00:00,2021
2017-06-07 01:00:00,1889
2017-06-08 01:00:00,1806
2017-06-09 01:00:00,1997
2017-06-10 01:00:00,2580
2017-06-11 01:00:00,2520
2017-06-12 01:00:00,1998
2017-06-13 01:00:00,1883
2017-06-14 01:00:00,1701
2017-06-15 01:00:00,1805
2017-06-16 01:00:00,1801
2017-06-17 01:00:00,2237
2017-06-18 01:00:00,2234
